PATIENT ID,SECESSION CIVIL WAR BINARY,SECESSION CIVIL WAR YES/NO,GENDER BINARY,GENDER,AGE,AGE 60 PLUS,60 PLUS YES/NO,1ST AMENDMENT LOSS YES/NO,1ST AMENDMENT LOSS BINARY,2ND AMENDMENT LOSS YES/NO,2ND AMENDMENT LOSS BINARY,PARTISANSHIP YES/NO,PARTISANSHIP BINARY,HIGHER TAXES YES/NO,HIGHER TAXES BINARY,VOTER FRAUD YES/NO,VOTER FRAUD BINARY,BIG TECH YES/NO,BIG TECH BINARY,DYSFUNCTIONAL GOV BINARY,DYSFUNCTIONAL GOV YES/NO,OLIGARCHY BINARY,OLIGARCHY YES/NO,BORDER LOSS BINARY,BORDER LOSS YES/NO,SCANDALS IN BIDEN WH BINARY,SCANDALS IN BIDEN WH YES/NO,LOSS OF ENERGY BINARY,LOSS OF ENERGY YES/NO,COVID ISSUES BINARY,COVID ISSUES YES/NO,JOB LOSS BINARY,JOB LOSS YES/NO,1619 VS 1776 BINARY,1619 VS 1776 YES/NO
P2148,1,Yes,0,Female,67,1,Yes,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2149,1,Yes,0,Female,49,0,Yes,Yes,1,Yes,1,No,0,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2150,1,Yes,0,Female,69,1,Yes,Yes,1,Yes,1,No,0,No,0,No,0,Yes,1,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes
P2151,1,Yes,1,Male,43,0,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2152,1,Yes,1,Male,69,1,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2153,1,Yes,1,Male,75,1,Yes,No,0,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2154,0,No,0,Female,74,1,Yes,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P2155,0,No,0,Female,71,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P2156,1,Yes,0,Female,82,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P2157,1,Yes,0,Female,72,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P2158,1,Yes,0,Female,66,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,No,0,Yes,1,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No
P2159,1,Yes,0,Female,26,0,No,Yes,1,Yes,1,No,0,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2160,1,Yes,1,Male,42,0,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2161,1,Yes,1,Male,43,0,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,No,1,No
P2162,1,Yes,1,Male,61,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2163,1,Yes,1,Male,62,1,Yes,Yes,1,No,0,No,0,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2164,1,Yes,0,Female,32,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P2165,1,Yes,0,Female,80,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P2166,0,No,1,Male,55,0,No,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P2167,1,Yes,1,Male,38,0,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P2168,1,Yes,1,Male,49,0,Yes,No,0,Yes,1,No,0,Yes,1,Yes,1,No,0,0,No,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No
P2169,1,Yes,0,Female,84,1,Yes,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P2170,1,Yes,1,Male,61,1,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2171,0,No,1,Male,39,0,No,Yes,1,Yes,1,No,0,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P2172,0,No,0,Female,67,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P2173,1,Yes,0,Female,74,1,Yes,Yes,1,No,0,No,0,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P2174,1,Yes,1,Male,29,0,Yes,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2175,1,Yes,0,Female,71,1,Yes,No,0,Yes,1,No,0,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2176,1,Yes,0,Female,67,1,Yes,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P2177,0,No,1,Male,69,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,0,No,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No
P2178,1,Yes,1,Male,62,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2179,0,No,1,Male,68,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2180,0,No,0,Female,60,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P2181,1,Yes,1,Male,43,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2182,1,Yes,0,Female,50,0,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P2183,1,Yes,0,Female,43,0,Yes,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2184,1,Yes,1,Male,60,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2185,1,Yes,0,Female,28,0,No,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2186,1,Yes,0,Female,79,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2187,1,Yes,0,Female,32,0,No,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2188,1,Yes,1,Male,61,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2189,0,No,0,Female,47,0,No,Yes,1,Yes,1,No,0,No,0,No,0,No,0,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2190,0,No,0,Female,50,0,No,Yes,1,Yes,1,Yes,1,Yes,1,No,0,No,0,0,No,0,No,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes
P2191,1,Yes,1,Male,71,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2192,0,No,1,Male,36,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P2193,1,Yes,0,Female,88,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P2194,1,Yes,1,Male,60,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2195,1,Yes,0,Female,53,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2196,1,Yes,1,Male,46,0,No,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2197,1,Yes,1,Male,57,0,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2198,1,Yes,1,Male,56,0,Yes,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2199,1,Yes,0,Female,40,0,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2200,1,Yes,1,Male,50,0,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,0,No,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No
P2201,1,Yes,1,Male,46,0,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P2202,1,Yes,1,Male,47,0,No,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P2203,1,Yes,1,Male,69,1,Yes,No,0,Yes,1,No,0,No,0,No,0,Yes,1,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No
P2204,1,Yes,1,Male,58,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P2205,1,Yes,1,Male,71,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P2206,1,Yes,1,Male,61,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P2207,1,Yes,1,Male,57,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No
P2208,1,Yes,0,Female,76,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2209,1,Yes,1,Male,49,0,No,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2210,1,Yes,1,Male,38,0,Yes,No,0,Yes,1,No,0,Yes,1,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2211,0,No,0,Female,34,0,No,Yes,1,Yes,1,Yes,1,No,0,No,0,Yes,1,1,Yes,0,No,1,Yes,1,Yes,0,Yes,1,Yes,1,Yes,1,Yes
P2212,0,No,1,Male,34,0,No,No,0,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2213,0,No,1,Male,61,0,No,No,0,Yes,1,No,0,No,0,No,0,No,0,1,Yes,0,No,1,Yes,1,Yes,0,Yes,1,Yes,1,Yes,1,Yes
P2214,0,No,0,Female,80,1,No,No,0,Yes,1,No,0,Yes,1,Yes,1,No,0,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2215,0,No,0,Female,50,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No
P2216,0,No,0,Female,71,1,No,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No
P2217,0,No,1,Male,60,0,No,Yes,1,No,0,No,0,No,0,Yes,1,No,0,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2218,1,Yes,0,Female,65,1,Yes,Yes,1,No,0,No,0,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2219,1,Yes,0,Female,43,0,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P2220,1,Yes,0,Female,62,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2221,1,Yes,1,Male,38,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2222,1,Yes,1,Male,41,0,No,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P2223,1,Yes,1,Male,58,0,Yes,Yes,1,Yes,1,No,0,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2224,1,Yes,1,Male,32,0,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No
P2225,1,Yes,0,Female,64,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P2226,1,Yes,1,Male,71,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P2227,1,Yes,1,Male,54,0,No,Yes,1,No,0,No,0,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P2228,1,Yes,1,Male,41,0,No,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2229,1,Yes,1,Male,65,1,Yes,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2230,1,Yes,0,Female,43,0,No,No,0,Yes,1,No,0,No,0,Yes,1,No,0,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2231,0,No,0,Female,33,0,No,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2232,0,No,1,Male,37,0,No,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P2233,1,Yes,0,Female,48,0,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2234,0,No,0,Female,40,0,No,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No
P2235,1,Yes,1,Male,75,1,Yes,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2236,1,Yes,1,Male,59,0,Yes,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2237,0,No,0,Female,55,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2238,1,Yes,1,Male,61,1,Yes,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2239,0,No,1,Male,68,1,Yes,No,0,Yes,1,Yes,1,No,0,Yes,1,Yes,1,0,No,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No
P2240,0,No,1,Male,84,1,Yes,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2241,1,Yes,0,Female,72,1,Yes,Yes,1,No,0,No,0,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2242,0,No,0,Female,86,1,Yes,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2243,0,No,0,Female,43,0,No,Yes,1,Yes,1,No,0,No,0,Yes,1,No,0,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2244,1,Yes,0,Female,53,0,Yes,Yes,1,Yes,1,Yes,1,No,0,No,0,Yes,1,0,No,1,Yes,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes
P2245,0,No,1,Male,47,0,No,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2246,1,Yes,1,Male,39,0,Yes,No,0,Yes,1,No,0,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2247,0,No,0,Female,83,1,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,Yes,1,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2248,1,Yes,1,Male,57,0,No,No,0,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2249,1,Yes,1,Male,49,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2250,0,No,1,Male,62,1,Yes,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2251,1,Yes,1,Male,47,0,No,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2252,0,No,1,Male,67,1,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2253,1,Yes,0,Female,59,0,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2254,0,No,1,Male,54,0,No,No,0,Yes,1,No,0,Yes,1,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2255,1,Yes,1,Male,70,1,Yes,Yes,1,Yes,1,Yes,1,No,0,No,0,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2256,1,Yes,0,Female,75,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2257,0,No,0,Female,60,1,Yes,No,0,Yes,1,No,0,No,0,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2258,0,No,1,Male,87,1,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2259,0,No,0,Female,51,0,No,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2260,0,No,1,Male,67,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2261,1,Yes,1,Male,67,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2262,1,Yes,1,Male,64,1,Yes,No,0,Yes,1,No,0,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2263,0,No,0,Female,70,1,Yes,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2264,1,Yes,0,Female,55,0,No,Yes,1,Yes,1,No,0,No,0,No,0,No,0,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes
P2265,1,Yes,1,Male,73,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2266,1,Yes,1,Male,36,0,No,Yes,1,Yes,1,No,0,Yes,1,No,0,No,0,0,No,0,No,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes
P2267,1,Yes,1,Male,63,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2268,1,Yes,1,Male,47,0,No,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2269,0,No,0,Female,80,1,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2270,1,Yes,1,Male,61,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2271,0,No,1,Male,89,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2272,1,Yes,1,Male,73,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2273,1,Yes,1,Male,66,1,Yes,No,0,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2274,1,Yes,1,Male,66,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2275,1,Yes,0,Female,69,1,Yes,Yes,1,Yes,1,No,0,Yes,1,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2276,1,Yes,1,Male,65,1,Yes,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2277,1,Yes,0,Female,93,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2278,1,Yes,1,Male,85,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2279,0,Yes,1,Male,40,0,No,No,0,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2280,1,Yes,1,Male,51,0,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2281,0,No,1,Male,82,1,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2282,0,No,1,Male,72,1,Yes,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2283,0,No,0,Female,70,1,Yes,Yes,1,No,0,No,0,No,0,No,0,No,0,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes
P2284,0,No,1,Male,62,1,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2285,1,Yes,1,Male,57,0,No,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
P2286,1,Yes,0,Female,56,0,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes
